dataset,actual_label,prediction,raw_attack_probability,calibrated_attack_probability,confidence,drift_detected,routing_decision
EMERGING,VULNERABILITYSCAN,BENIGN,0.02720004248021455,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.004811835581096605,0.05714285714285714,0.9428571428571428,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.034989166701769873,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.19339625699525131,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.14188557491985998,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.8813624223368995,0.9910714285714286,0.9910714285714286,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02720004248021455,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.7479306771731621,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.019441381989705638,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02148108745095195,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.19200232699560046,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.956162813833769,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.1543350934208915,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.35009158708092586,0.8586956521739131,0.8586956521739131,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.05286843048909513,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.02202666105244709,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.013409813153375149,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9097037011617843,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.03676513715051578,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.426513978938899,0.9,0.9,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9194413626096106,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.002637407398572053,0.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.11028596176159315,0.5821917808219178,0.5821917808219178,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.023433299120467526,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.01973387853460485,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.7143493736749628,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.009915033404809152,0.12846347607052896,0.871536523929471,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.2993701968530534,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.019559276685940503,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.029714593801827758,0.375,0.625,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.022015298089985896,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,ATTACK,0.6509704010091096,0.9724770642201835,0.9724770642201835,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.27028271822918276,0.7058823529411765,0.7058823529411765,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.04985470140256253,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9200079246014456,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.93018556450266,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,VULNERABILITYSCAN,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.019060788457596664,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.99,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.03299078868961645,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9719647467198043,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9309858824737318,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.1818995448416181,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.018776512943139013,0.2607260726072607,0.7392739273927393,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.05337741501680677,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,ATTACK,0.9803508523386506,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.05554057569738924,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.005762451264724561,0.06788079470198675,0.9321192052980133,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9501867929492239,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9945333333333334,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.038661694444515574,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.019787943990476724,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02711159968158934,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9215147326727907,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.02593243539994648,0.3333333333333333,0.6666666666666667,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.290193239533379,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.2336593016203693,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.009632030715190858,0.12846347607052896,0.871536523929471,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.2892737587641777,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.99,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.027473595275381943,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.02056274789377606,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.02297800937460989,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.00517446006487417,0.06788079470198675,0.9321192052980133,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9601867929492239,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.04356469849838158,0.4134078212290503,0.5865921787709497,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.07254262071676462,0.5260663507109006,0.5260663507109006,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.018914675562656528,0.2755102040816326,0.7244897959183674,False,LOCAL
EMERGING,VULNERABILITYSCAN,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.010951169056103216,0.15714285714285714,0.8428571428571429,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.05654529325520191,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,0.99,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9121360016865596,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9337148795622658,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.011850149244794933,0.1989389920424403,0.8010610079575597,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.1625236958990974,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.0039927411210430195,0.05714285714285714,0.9428571428571428,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.018805001259526777,0.2607260726072607,0.7392739273927393,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.04174147408860028,0.4134078212290503,0.5865921787709497,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.026318676376619946,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.06475883606504676,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.012052741866183372,0.1989389920424403,0.8010610079575597,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.03607342810712178,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9216899624786997,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.984736355655561,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.012869892153716646,0.21428571428571427,0.7857142857142857,False,LOCAL
EMERGING,VULNERABILITYSCAN,ATTACK,0.5475340174371439,0.9586776859504132,0.9586776859504132,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.033129503983754915,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.0024352511209272247,0.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.009120095074303636,0.1118421052631579,0.8881578947368421,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.22347830055287385,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.02189908454627516,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.012761985271444627,0.1989389920424403,0.8010610079575597,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9117715093743517,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.0234988499012583,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.0060893266346756965,0.0785276073619632,0.9214723926380368,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.022690344996404335,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.109735739433283,0.5821917808219178,0.5821917808219178,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.012976386705931103,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.1298056422848004,0.6282051282051282,0.6282051282051282,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.004897157069871065,0.05714285714285714,0.9428571428571428,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.7776970754560827,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.14404380752001808,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,VULNERABILITYSCAN,ATTACK,0.6796521344902581,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.016698667875659042,0.2607260726072607,0.7392739273927393,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9507064535189167,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02867878294395549,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.2892737587641777,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,ATTACK,0.6269746965525322,0.9724770642201835,0.9724770642201835,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.0009245314550105344,0.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.13960400404810888,0.6666666666666666,0.6666666666666666,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.010525966385969143,0.12846347607052896,0.871536523929471,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.31725031993142755,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.031669438853890564,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.03639507370384594,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.018781560162709113,0.2607260726072607,0.7392739273927393,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.013696731029535378,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.3699096900721316,0.8586956521739131,0.8586956521739131,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.06955685224847413,0.5260663507109006,0.5260663507109006,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9221566357392448,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02694198488436152,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.011894717996818323,0.1989389920424403,0.8010610079575597,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.013905364567988458,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.011048009223228922,0.15714285714285714,0.8428571428571429,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.10205094260537077,0.5821917808219178,0.5821917808219178,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.012855479668557532,0.2,0.8,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.0590689760414408,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.08658714093731332,0.5260663507109006,0.5260663507109006,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.002879101502133861,0.012345679012345678,0.9876543209876543,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.01481665348853131,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.14584097961195167,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.12973012873516715,0.6282051282051282,0.6282051282051282,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.04879196595266218,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.1256603130089659,0.6282051282051282,0.6282051282051282,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.061755072234391105,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.021500256155913822,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.008938966058330326,0.1118421052631579,0.8881578947368421,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.00988881524429916,0.12846347607052896,0.871536523929471,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.01522709664676777,0.228310502283105,0.771689497716895,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.20887196437837247,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.04517107321054352,0.4134078212290503,0.5865921787709497,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9121134416320171,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,0.99,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.98,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.94,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.020901115696562615,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.06378458874801439,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.021961495712279865,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.021208519388907124,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.033320138054824436,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,0.97,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.022915780057533145,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.024448524118159468,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.02690017220420736,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.022391974401906305,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.0103790240213802,0.12846347607052896,0.871536523929471,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.5204109223947719,0.9521276595744681,0.9521276595744681,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.020471480952032824,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.82,0.9910714285714286,0.9910714285714286,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.012840116419632557,0.2,0.8,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02817050931916582,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.13709790003458677,0.6571731687844489,0.6571731687844489,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.33165219784821526,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.10216236738388396,0.5821917808219178,0.5821917808219178,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.78,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.875926197600083,0.9910714285714286,0.9910714285714286,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02672926147913929,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9704516711833784,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.027274342023240247,0.34513274336283184,0.6548672566371682,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9518317361969472,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.8727564824756575,0.9910714285714286,0.9910714285714286,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.031351522149657224,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.025036493681114377,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.25837498610316667,0.7,0.7,False,LOCAL
EMERGING,DNS_SPOOFING,BENIGN,0.06683991185679862,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.03483066077768846,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.03208984174853482,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.024014359900018715,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.98,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.01861474050758663,0.2607260726072607,0.7392739273927393,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.29165297751066505,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9713971077338505,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.024180293516300137,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.11329249843770911,0.5821917808219178,0.5821917808219178,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.012234695483974123,0.1989389920424403,0.8010610079575597,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.023482598075774817,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,BENIGN,0.2993208925613418,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.02388423396736106,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.06863174451178952,0.5260663507109006,0.5260663507109006,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9601867929492239,1.0,1.0,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.020507951443101156,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9807862907898263,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.034683428532812026,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.05539584979460776,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.951767044809114,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.06486647970781799,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9426448228679888,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.15022663700913763,0.6754966887417219,0.6754966887417219,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.2485331736325481,0.7,0.7,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.12000191434675363,0.6282051282051282,0.6282051282051282,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9427127774070886,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.03200049047486319,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.05086053411703245,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.1800162880824857,0.6881188118811881,0.6881188118811881,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.08093529191622707,0.5260663507109006,0.5260663507109006,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9522710907527393,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.44591475968366373,0.9487179487179487,0.9487179487179487,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.93,0.9962406015037594,0.9962406015037594,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.7797392396531074,0.9735849056603774,0.9735849056603774,False,LOCAL
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.007777897820225737,0.09900990099009901,0.900990099009901,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.004360476168934697,0.05714285714285714,0.9428571428571428,False,LOCAL
EMERGING,VULNERABILITYSCAN,ATTACK,0.958425346993735,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.020436059392984828,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.040118885140553256,0.4134078212290503,0.5865921787709497,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.030955365164103864,0.375,0.625,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,0.9623831379077623,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.03428277276662405,0.3888888888888889,0.6111111111111112,False,RAG
EMERGING,DNS_SPOOFING,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.49930167930284464,0.9521276595744681,0.9521276595744681,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.001149542596062039,0.0,1.0,False,LOCAL
EMERGING,DNS_SPOOFING,ATTACK,0.9412829121118323,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.06266934230905695,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.021547038931756992,0.32321428571428573,0.6767857142857143,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.3293963437767091,0.8543689320388349,0.8543689320388349,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.05641117504712379,0.45660377358490567,0.5433962264150943,False,RAG
EMERGING,VULNERABILITYSCAN,BENIGN,0.3453417939740331,0.8586956521739131,0.8586956521739131,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.029517271419661827,0.375,0.625,False,RAG
EMERGING,DOS-HTTP_FLOOD,ATTACK,1.0,1.0,1.0,False,LOCAL
EMERGING,VULNERABILITYSCAN,BENIGN,0.019094025678809277,0.2755102040816326,0.7244897959183674,False,LOCAL
