sample_index,actual_label,prediction,confidence,routing_reason,retrieved_evidence_ids,hit_at_1,hit_at_4,first_relevant_rank,reciprocal_rank,relevant_items_retrieved,retrieved_items,precision_at_4,recall_at_4
14119,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14121,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14123,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14129,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14130,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14132,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14135,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14136,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14140,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14141,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14149,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14150,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14152,VULNERABILITYSCAN,BENIGN,0.6521739130434783,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14153,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14157,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14159,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14163,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14165,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14167,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14173,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14175,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14177,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14179,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14183,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14184,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14187,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14191,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14193,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14194,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14197,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14202,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14207,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14208,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14211,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14218,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14219,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14220,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14221,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14225,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14229,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14230,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14236,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14239,DNS_SPOOFING,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14247,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14252,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14256,VULNERABILITYSCAN,BENIGN,0.65809355021575,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14260,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14262,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14266,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14267,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14269,DNS_SPOOFING,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
14272,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14273,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14274,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14277,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14278,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14280,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14282,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14284,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14285,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14289,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14290,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14291,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14295,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14303,DNS_SPOOFING,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
14311,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|mitre-t1557-001-indicators|nist-sp-800-61r3-containment,0,0,0,0.0,0,3,0.0,0.0
14313,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14316,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14317,VULNERABILITYSCAN,BENIGN,0.6666666666666667,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14318,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14320,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14327,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14328,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14329,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14331,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14332,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14333,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14339,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14345,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14347,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14348,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14349,VULNERABILITYSCAN,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14351,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14352,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14354,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14357,DNS_SPOOFING,BENIGN,0.5821917808219178,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,0,0,0.0,0,4,0.0,0.0
14358,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14364,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14365,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14366,VULNERABILITYSCAN,BENIGN,0.6282051282051282,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14367,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14368,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14369,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14374,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14377,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14378,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14383,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14385,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14386,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14389,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14391,DNS_SPOOFING,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14397,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14398,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14405,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14407,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14408,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14411,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14412,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14413,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14415,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14417,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14422,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14426,DNS_SPOOFING,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14432,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14435,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14439,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14440,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14446,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14451,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14452,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14453,VULNERABILITYSCAN,BENIGN,0.6881188118811881,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14457,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14458,VULNERABILITYSCAN,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14460,VULNERABILITYSCAN,BENIGN,0.625,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14461,DNS_SPOOFING,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14463,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14465,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14467,VULNERABILITYSCAN,BENIGN,0.6548672566371682,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14469,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14470,VULNERABILITYSCAN,BENIGN,0.6754966887417219,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14473,DNS_SPOOFING,BENIGN,0.5865921787709497,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14485,VULNERABILITYSCAN,BENIGN,0.5433962264150943,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14487,VULNERABILITYSCAN,BENIGN,0.6767857142857143,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14491,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14494,VULNERABILITYSCAN,BENIGN,0.6666666666666667,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
14497,VULNERABILITYSCAN,BENIGN,0.5260663507109006,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment|mitre-t1046-overview|mitre-t1498-detection,0,1,3,0.3333333333333333,1,4,0.25,0.25
14499,VULNERABILITYSCAN,BENIGN,0.6111111111111112,LOW_CONFIDENCE,nist-sp-800-61r3-response|nist-sp-800-61r3-containment,0,0,0,0.0,0,2,0.0,0.0
